CD_GEOCODM;POP_ESTIM
2510105;10533
2510204;6070
2510303;4365
2510402;6931
2510501;3627
2510600;2928
2510659;1256
2510709;2233
2510808;100695
2510907;11783
2511004;3721
2511103;7475
2511202;27034
2512721;5779
2511301;15465
2511400;18226
2511509;11191
2511608;6978
2511707;5155
2511806;10319
2511905;17032
2512002;17020
2512036;3752
2512077;3978
2512101;32117
2512200;3854
2512309;21283
2512408;12929
2512507;41054
2512606;1699
2512705;17582
2512747;3274
2512754;4264
2512762;4164
2512788;1722
2512804;8314
2512903;22979
2513000;3508
2513109;11976
2513158;6661
2513208;6471
2513307;5369
2513356;3539
2513406;14729
2513703;120333
2513802;4581
2513505;5332
2513604;7266
2513653;2615
2513851;2638
2513927;4138
2513901;30880
2513968;2851
2513943;2420
2513984;3364
2514008;4344
2500700;18201
2514107;4396
2514206;7564
2514305;6010
2514404;4760
2514503;19099
2514552;4219
2514602;3233
2514651;1684
2514701;4010
2514800;3985
2514453;5508
2514909;7748
2515005;6696
2515104;11041
2515203;3239
2515302;50151
2515401;10230
2515500;12971
2515609;3204
2515708;2975
2515807;7054
2515906;6238
2515930;4395
2515971;7363
2516003;26689
2516102;13739
2516151;3173
2516201;65807
2516300;16072
2516409;10263
2516508;14938
2516607;14103
2516706;14153
2516755;2816
2516805;9223
2516904;14584
2517001;9300
2517100;2504
2517209;5045
2505501;3508
2517407;2075
4100103;7753
4100202;6374
4100301;8270
4100400;103245
4100459;4306
4128625;3206
4100608;13662
4100707;10179
4100509;20516
4100806;10298
4100905;5444
4101002;17308
4101051;2865
4101101;20615
4101150;2861
4101200;18891
4101309;7351
4101408;120884
4101507;104161
4101606;25856
4101655;3554
4101705;13424
4101804;119207
4101853;2453
4101903;16368
4102000;33028
4102109;24704
4102208;3913
4102307;11294
4102406;32182
4102505;12653
4102703;2727
4102604;9737
4102752;3939
4102802;15080
4102901;15883
4103008;4568
4103024;2768
4103040;6549
4103057;7911
4103107;11005
4103156;3796
4103206;6568
4103222;3296
4103305;7877
4103354;5735
4103370;3209
4103404;2695
4103453;14551
4103479;4285
4103503;8069
4103602;23871
4103701;96735
4103800;7236
4103909;15393
4103958;4076
4104006;38756
4104055;4407
4104105;7125
4104204;112486
4104253;24836
4104303;87287
4104402;16662
4104428;14982
4104451;12952
4104501;18512
4104600;14936
4104659;19171
4104709;13706
4104808;286172
4104907;67082
4105003;10208
4105102;11178
4105201;16948
4105300;11032
4105409;19673
4105508;69962
4105607;11067
4105706;17232
4105805;213027
4105904;22347
4106001;8279
4106100;3627
4106209;15892
4106308;16302
4106407;46925
4106456;7238
4106506;21737
4106555;4003
4106803;18043
4106571;4274
4106605;20419
4106704;4563
4106852;3162
4106902;1746896
4107009;13924
4107108;5524
4107124;3510
4107157;5027
4107207;36198
4107256;7446
4107306;5829
4128633;5734
4107405;6101
4107504;13920
4107538;3922
4107520;1970
4107546;4677
4107553;3472
4107603;16317
4107652;81687
4107702;4802
4107736;5932
4107751;8293
4107850;4725
4107801;5050
4107900;5921
4108007;11220
4108106;2540
4108205;7543
4108304;256081
4108452;5414
4108320;6424
4108403;78957
4108502;13667
4108551;3337
4108601;29024
4108650;7504
4108700;6625
4108809;30669
4108908;6194
4108957;7900
4109005;3886
4109104;2218
4109203;5247
4109302;14583
4109401;167463
4109500;7870
4109609;32088
4109658;5960
4109708;28725
4109757;6066
4109807;48200
4109906;8839
4110003;3992
4110052;2233
4110078;11276
4110102;28455
4110201;10943
4110300;2988
4110409;4299
4110508;14153
4110607;14964
4110656;2578
4110706;56288
4110805;10602
4110904;4568
4110953;9027
4111001;6759
4111100;5977
4111209;10532
4111258;23899
4111308;3585
4111407;12806
4111506;31812
4111555;7524
4111605;3008
4111704;4895
4111803;39093
4111902;12256
4112009;32616
4112108;20283
4112207;6536
4112306;4910
4112405;8547
4112504;12325
4112603;1409
4112702;11859
4112751;9001
4112801;10735
4112900;3433
4112959;7641
4113007;6613
4113106;4503
4113205;44936
4113254;6361
4113304;30783
4113403;4145
4113429;3972
4113452;5363
4113502;21211
4113601;4392
4113700;506645
4113734;7317
4113759;5156
4113809;4592
4113908;12973
4114005;13968
4114104;19784
4114203;32669
4114302;22235
4114351;3127
4114401;17041
4114500;13164
4114609;46799
4114708;5956
4114807;31972
4114906;8855
4115002;6854
4115101;10224
4115200;357117
4115309;6269
4115358;5691
4115408;13909
4115457;4983
4115507;4599
4115606;16077
4115705;29426
4115739;3822
4115754;8553
4115804;41830
4115853;5046
4115903;2327
4116000;1858
4116059;10474
4116109;12606
4116208;15718
4116307;3678
4116406;3834
4116505;1433
4116604;3480
4116703;11871
4116802;7425
4116901;26613
4116950;5110
4117008;8153
4117057;11239
4117107;13069
4117206;5506
4117255;10369
4117214;3911
4117222;7625
4117271;7389
4117297;2827
4117305;23364
4117404;3380
4117453;5690
4117503;35941
4117602;42887
4117701;32125
4117800;14870
4117909;28692
4118006;11781
4118105;10256
4118204;140450
4118303;2791
4118402;81595
4118451;4823
4118501;72373
4118600;5430
4118709;6913
4118808;13622
4118857;5648
4118907;10208
4119004;6764
4119103;11214
4119152;117166
4119251;2620
4119202;6210
4119301;30233
4119400;23425
4119509;93279
4119608;32645
4119657;2814
4119707;4095
4119806;13668
4119905;311697
4119954;20919
4120002;14183
4120101;4515
4120150;3659
4120200;2531
4120309;4020
4120333;3434
4120358;5632
4120408;4775
4120507;10832
4120606;48793
4120655;4856
4120705;7044
4120804;19786
4120853;3804
4120903;30585
4121000;11749
4121109;5085
4121208;17088
4121257;4134
4121307;3955
4121356;2847
4121406;16348
4121505;14176
4121604;6810
4121703;25177
4121752;7327
4121802;10690
4121901;13522
4122008;14093
4122107;3334
4122156;13660
4122172;3897
4122206;30662
4122305;31261
4122404;57870
4122503;11544
4122602;9005
4122651;5586
4122701;6095
4122800;4403
4122909;5178
4123006;13672
4123105;3804
4123204;3646
4123303;8093
4123402;10436
4123501;23425
4123600;1818
4123709;8755
4123808;13134
4123824;3926
4123857;11497
4123907;12437
4123956;3570
4124020;10342
4124053;20834
4124004;5249
4124103;42688
4124202;2732
4124301;2412
4124400;18905
4124509;5269
4124608;6352
4124707;11336
4124806;10607
4124905;5909
4125001;11523
4125100;13704
4125308;5508
4125357;6047
4125209;9085
4125407;6511
4125456;3831
4125506;263488
4125555;2098
4125605;41257
4125704;25755
4125753;6492
4125803;10164
4125902;2494
4126009;8629
4126108;5349
4126207;6736
4126256;82842
4126272;5007
4126306;18410
4126355;4568
4126405;5817
4126504;15637
4126603;18446
4126652;3394
4126678;12232
4126702;4664
4126801;14600
4126900;5834
4127007;10277
4127106;69878
4127205;15791
4127304;15256
4127403;16763
4127502;19332
4127601;14526
4127700;119353
4127809;8788
4127858;11824
4127882;6258
4127908;8697
4127957;7997
4127965;13838
4128005;21562
4128104;100716
4128203;52753
4128302;2465
4128401;11472
4128534;9967
4128559;8973
4128609;7879
4128658;3950
4128708;6509
4128500;19294
4128807;6011
2600054;94428
2600104;35091
2600203;17588
2600302;22680
2600401;33046
2600500;40007
2600609;13761
2600708;37414
2600807;22363
2600906;21925
2601003;10204
2601052;18144
2601102;77363
2601201;69157
2601300;12765
2601409;40720
2601508;11349
2601607;20236
2601706;72412
2601805;12005
2601904;58675
2602001;35178
2602100;45506
2602209;37828
2602308;37570
2602407;8851
2602506;7307
2602605;45192
2602704;12537
2602803;51990
2602902;185123
2603009;30883
2603108;18833
2603207;26577
2603306;11125
2603405;5651
2603454;144506
2603504;17104
2603603;8147
2603702;24536
2603801;19593
2603900;18585
2603926;11782
2604007;74851
2604106;314951
2604155;13791
2604205;37830
2604304;10778
2604403;12375
2604502;20020
2604601;24298
2604700;17421
2604809;12458
2604908;17166
2605004;23392
2605103;34305
2605152;16915
2605202;63535
2605301;31636
2605400;20588
2605459;2629
2605509;11437
2605608;22171
2605707;29284
2605806;14231
2605905;27915
2606002;129392
2606101;29675
2606200;75648
2606309;6857
2606408;76669
2606507;18271
2606606;26959
2606705;7534
2606804;101987
2606903;11780
2607604;22449
2607000;19081
2607109;4496
2607208;80542
2607307;28120
2607406;4369
2607505;26264
2607653;35398
2607703;13882
2607752;23723
2607802;15698
2607901;644699
2607950;11513
2608008;15810
2608057;13982
2608107;30735
2608206;15774
2608255;10604
2608305;13709
2608404;14494
2608503;20653
2608453;15990
2608602;12121
2608701;15615
2608750;22719
2608800;36606
2608909;55574
2609006;23907
2609105;13632
2609154;18187
2609204;12257
2609303;14308
2614303;11137
2609402;56767
2609501;30782
2609600;375559
2609709;22865
2609808;13176
2609907;64335
2610004;59524
2610103;8188
2610202;25654
2610301;11001
2610400;20227
2610509;28664
2610608;51374
2610707;300611
2610806;20950
2610905;62793
2611002;32485
2611101;294081
2611200;11242
2611309;24033
2611408;13439
2611507;24187
2611533;6735
2611606;1536934
2611705;19158
2611804;44445
2611903;22140
2612000;11242
2612109;9287
2612208;56641
2612307;15283
2612406;21960
2612455;13594
2612471;11769
2612505;87538
2612554;13322
2612604;39473
2612703;13023
2612802;10991
2612901;13939
2613008;53232
2613107;35278
2613206;21305
2613305;20489
2613404;18172
2613503;32620
2613602;31838
2613701;102956
2613800;17000
2613909;79241
2614006;18331
2614105;33723
2614204;40306
2614402;5744
2614501;58444
2614600;26430
2614709;12704
2614808;22073
2614857;20745
2615003;24923
2615102;6737
2615201;9256
2615300;53823
2615409;35631
2615508;13055
2615607;26116
2615706;15006
2615805;24254
2615904;7925
2616001;16064
2616100;9142
2616183;7894
2616209;18267
2616308;30731
2616407;130540
2616506;14092
2200053;6749
2200103;5114
2200202;16461
2200251;7349
2200277;5151
2200301;13654
2200400;38823
2200459;5051
2200509;17141
2200608;6670
2200707;9094
2200806;3046
2200905;5781
2200954;2442
2201002;4688
2201051;7503
2201101;11067
2201150;10516
2201176;3852
2201200;44850
2201309;3234
2201408;6609
2201507;25786
2201556;3778
2201572;3284
2201606;9911
2201705;5319
2201739;6015
2201770;6299
2201804;4346
2201903;22632
2201919;5304
2201929;5393
2201945;6193
2201960;7961
2201988;3852
2202000;19074
2202026;7977
2202059;9927
2202075;3343
2202083;7163
2202091;5668
2202109;5406
2202117;4696
2202133;5592
2202174;6803
2202208;45180
2202251;3922
2202307;20035
2202406;10956
2202455;3876
2202505;10212
2202539;5522
2202554;4825
2202604;18338
2202653;5039
2202703;26044
2202711;4525
2202729;5572
2202737;3811
2202752;6035
2202778;7433
2202802;4484
2202851;4541
2202901;25408
2203008;7831
2203107;9981
2203206;10765
2203230;4704
2203271;4870
2203255;4182
2203305;13274
2203354;6677
2203404;6587
2203453;9246
2203420;4264
2203503;14499
2203602;4667
2203701;37765
2203750;5076
2203800;4368
2203859;2482
2203909;57707
2204006;5230
2204105;4483
2204154;2879
2204204;8619
2204303;11122
2204352;5475
2204402;10393
2204501;10268
2204550;4401
2204600;3771
2204659;8914
2204709;14868
2204808;9326
2204907;8218
2205003;11099
2205102;10677
2205151;5719
2205201;18008
2205250;4309
2205276;4637
2205300;4383
2205359;2960
2205409;13822
2205458;5100
2205508;37095
2205516;4757
2205524;5377
2205532;4517
2205557;8008
2205573;6422
2205565;4523
2205581;3863
2205599;4853
2205540;2656
2205607;5281
2205706;28422
2205805;24711
2205854;7816
2205904;5209
2205953;7810
2206001;4456
2206050;6222
2206100;10485
2206209;32292
2206308;1253
2206357;6770
2206407;10337
2206506;7391
2206605;10349
2206654;4068
2206670;6499
2206696;8464
2206704;7327
2206720;8039
2206753;4560
2206803;8214
2207959;4192
2206902;6498
2206951;3260
2207009;35646
2207108;2630
2207207;6651
2207306;4059
2207355;3366
2207405;4993
2207504;13745
2207553;4147
2207603;10265
2207702;145729
2207751;4546
2207777;6106
2207793;3757
2207801;19783
2207850;3666
2207900;37500
2207934;2410
2208007;73417
2208106;11713
2208205;17693
2208304;27548
2208403;61840
2208502;11897
2208551;2559
2208601;3085
2208650;8565
2208700;8403
2208809;17576
2208858;4238
2208874;4263
2208908;6841
2209005;6429
2209104;6025
2209153;3794
2209203;6096
2209302;5513
2209377;5149
2209351;4920
2209401;6008
2209450;2058
2209500;3653
2209559;4313
2209609;3069
2209658;5575
2209708;6301
2209757;2825
2209807;4754
2209856;4445
2209872;5608
2209906;6157
2209955;4648
2209971;7337
2210003;19553
2210052;5141
2210102;3700
2210201;6608
2210300;5677
2210359;4423
2210375;2561
2210383;2113
2210391;2976
2210409;18149
2210508;13645
2210607;32347
2210623;3559
2210631;4116
2210656;9619
2210706;14185
2210805;12078
2210904;4528
2210938;6235
2210953;2755
2210979;2621
2211001;814439
2211100;42657
2211209;20152
2211308;20325
2211357;4913
2211407;4336
2211506;2987
2211605;3076
2211704;4280
3300100;169270
3300159;10215
3300209;112028
3300225;11421
3300233;27538
3300258;27770
3300308;94855
3300407;177861
3300456;469261
3300506;25398
3300605;35384
3300704;186222
3300803;54370
3300902;14829
3301009;463545
3301108;19826
3300936;13348
3301157;12540
3301207;17439
3301306;35373
3300951;8183
3301405;21200
3301504;20403
3301603;10933
3301702;855046
3301801;13239
3301850;51487
3301876;22858
3301900;218090
3302007;109163
3302056;14027
3302106;22902
3302205;95876
3302254;28852
3302270;95391
3302304;7491
3302403;206748
3302452;5269
3302502;228150
3302601;36311
3302700;127519
3302809;17940
3302858;168403
3302908;24647
3303005;26829
3303104;15077
3303203;157483
3303302;487327
3303401;182016
3303500;795212
3303609;47074
3303708;41088
3303807;37575
3303856;26381
3303906;296044
3303955;22724
3304003;26309
3304102;17771
3304110;16574
3304128;12831
3304144;137938
3304151;20244
3304201;119801
3304300;55586
3304409;17401
3304508;8545
3304524;105757
3304557;6323037
3304607;10321
3304706;40569
3304805;37553
3304755;41357
3304904;999901
3305000;32767
3305109;459356
3305133;7003
3305158;20252
3305208;88013
3305307;8906
3305406;17504
3305505;74221
3305554;78183
3305604;21360
3305703;14920
3305752;30731
3305802;163805
3305901;10281
3306008;77503
3306107;71894
3306156;9503
3306206;34439
3306305;257996
2400109;11035
2400208;53245
2400307;10879
2400406;2984
2400505;13475
2400604;4880
2400703;12306
2400802;11553
2400901;6907
2401008;34777
2401107;25263
2401206;12931
2401305;9289
2401404;8569
2401453;24187
2401503;3957
2401602;5110
2401651;2425
2401701;9432
2401800;11577
2401859;6016
2401909;3304
2402006;62727
2402105;10266
2402204;30900
2402303;19582
2402402;7429
2402501;9775
2402600;67844
2402709;10916
2402808;5405
2402907;4774
2403004;7968
2403103;42668
2403202;6495
2403301;5228
2403400;5822
2403509;10480
2403608;24550
2403707;5734
2403756;2850
2403806;8959
2403905;2874
2404002;4233
2404101;2150
2404200;22467
2404309;12373
2404408;9393
2404507;12431
2404606;12188
2404705;13855
2404804;2074
2404853;6952
2404903;5568
2405009;7925
2405108;6796
2405207;5350
2405306;9009
2405405;5522
2405504;2607
2405603;13511
2405702;12115
2405801;32203
2405900;2601
2406007;5868
2406106;17692
2406155;3585
2406205;6228
2406304;6992
2406403;2674
2406502;13990
2406601;7565
2406700;10385
2406809;4614
2406908;3633
2407005;9612
2407104;69538
2407203;28974
2407252;3536
2407302;8265
2407401;8228
2407500;10442
2407609;4188
2407708;11418
2407807;20670
2407906;2266
2408003;259886
2408102;803811
2408201;23818
2408300;35541
2408409;4301
2408508;4699
2408607;3952
2408706;3862
2408805;4845
2408904;20347
2403251;202413
2409100;11111
2409209;2899
2409308;11964
2409407;27733
2409506;3521
2409605;2583
2409704;7168
2409803;14119
2409902;13436
2410009;3453
2410108;13947
2410207;7297
2410256;5217
2410306;8774
2410405;8432
2410504;4692
2410603;3070
2410702;3165
2410801;4157
2410900;7067
2408953;10060
2411007;4417
2411106;3595
2411205;35759
2409332;4762
2411403;13798
2411429;2526
2411502;22214
2411601;2974
2411700;3909
2411809;3401
2411908;3874
2412005;87700
2412104;5914
2412203;39771
2412302;12359
2412401;4231
2412500;22159
2412559;8659
2412609;15866
2412708;6223
2412807;8106
2412906;10868
2413003;6030
2413102;5645
2413201;3924
2413300;5746
2413359;10281
2413409;7770
2413508;6581
2413557;4538
2413607;5752
2413706;5020
2413805;2317
2413904;11836
2414001;14175
2414100;9911
2414159;5406
2411056;3687
2414209;11402
2414308;2295
2414407;31076
2414456;3366
2414506;10669
2414605;12985
2414704;5227
2414753;3821
2414803;10725
2414902;1618
2415008;2872
4300034;4394
4300059;3726
4300109;16729
4300208;7255
4300307;7045
4300406;77673
4300455;4301
4300471;2062
4300505;8027
4300554;1848
4300570;2908
4300604;195718
4300638;6355
4300646;7323
4300661;1216
4300703;6073
4300802;12837
4300851;3693
4300877;4868
4300901;6568
4301008;18783
4301073;2730
4301057;7744
4301206;12648
4301107;13608
4301305;18469
4301404;10229
4301503;7097
4301552;3665
4301602;116792
4301636;10855
4301651;5742
4301701;6529
4301750;7018
4301859;3089
4301875;4016
4301909;12568
4301925;2003
4301958;2367
4301800;5355
4302006;11133
4302055;2307
4302105;107341
4302154;2114
4302204;6576
4302220;2441
4302238;2425
4302253;2778
4302303;11556
4302352;11792
4302378;2328
4302402;11472
4302451;7673
4302501;6887
4302584;2200
4302600;3702
4302659;4677
4302709;20405
4302808;33700
4302907;13685
4303004;83827
4303103;118294
4303202;4865
4303301;4954
4303400;5071
4303509;62759
4303558;2591
4303608;6545
4303673;3247
4303707;6117
4303806;5509
4303905;60081
4304002;5459
4304101;3494
4304200;30176
4304309;6535
4304358;8776
4304408;39238
4304507;53268
4304606;324025
4304614;1807
4304622;1753
4304630;42047
4304655;3107
4304663;24294
4304689;11613
4304697;2636
4304671;3890
4304713;7313
4304705;59301
4304804;25193
4304853;1607
4304903;8648
4304952;3007
4305009;9323
4305108;435482
4305116;2967
4305124;6404
4305132;4454
4305157;2417
4305173;10280
4305207;13289
4305306;9377
4305355;35363
4305371;3471
4305405;4044
4305439;5919
4305447;4944
4305454;12654
4305504;4922
4305587;2420
4305603;3550
4305702;6552
4305801;9741
4305835;1528
4305850;2457
4305871;2459
4305900;7748
4305934;1725
4305959;3917
4305975;2826
4306007;14085
4306056;7280
4306072;2826
4306106;62825
4306130;2141
4306205;12331
4306304;4683
4306320;3190
4306353;2866
4306379;3064
4306403;27572
4306429;2157
4306452;3280
4306502;14380
4306601;38916
4306551;2550
4306700;3401
4306734;5313
4306759;2030
4306767;34335
4306809;20514
4306908;24537
4306924;1530
4306957;3080
4306932;8938
4306973;2970
4307005;96105
4307054;3088
4307203;5167
4307302;7878
4307401;3169
4307450;3272
4307500;15240
4307559;6011
4307609;42589
4307708;80669
4307807;30628
4307815;3628
4307831;2797
4307864;2579
4307906;63641
4308003;6672
4308052;2567
4308078;3697
4308102;12359
4308201;27135
4308250;2018
4308300;10712
4308409;7014
4308433;2473
4308458;4577
4308508;28848
4308607;30692
4308656;3233
4308706;5862
4308805;8452
4308854;1677
4308904;16156
4309001;17085
4309050;6885
4309100;32300
4309126;2269
4309159;3970
4309209;255762
4309258;1598
4309308;95230
4309407;22810
4309506;8115
4309555;4254
4307104;6757
4309571;2954
4309605;18350
4309654;6048
4309704;4919
4309753;4371
4309803;4710
4309902;7175
4309951;4061
4310009;19312
4310108;31663
4310207;78920
4310306;4098
4310330;17667
4310363;3025
4310405;6618
4310413;2267
4310439;6017
4310462;1944
4310504;8078
4310538;5011
4310553;3441
4310579;2337
4310603;38166
4310652;2589
4310702;4171
4310751;2156
4310801;19877
4310850;4111
4310876;2507
4310900;3630
4311007;27942
4311106;11478
4311122;4177
4311130;3575
4311155;8329
4311205;19579
4311239;2662
4311270;1598
4311304;27529
4311254;6185
4311403;71481
4311429;2487
4311502;7669
4311601;5780
4311627;5229
4311643;1624
4311718;4742
4311700;5515
4311734;2997
4311759;7074
4311775;6908
4311791;2527
4311809;36383
4311908;5134
4311981;3768
4312005;2210
4312054;4068
4312104;5111
4312138;2470
4312153;3869
4312179;1799
4312203;4907
4312252;7631
4312302;4855
4312351;1542
4312377;3098
4312385;2670
4312401;59436
4312427;2749
4312443;3185
4312450;6231
4312476;5680
4312500;12130
4312609;4791
4312617;2977
4312625;1813
4312658;15938
4312674;1721
4312708;12076
4312757;3177
4312807;4003
4312906;8840
4312955;1960
4313003;3184
4313011;2751
4313037;4671
4313060;18346
4313086;2445
4313102;6345
4313201;19058
4313300;22830
4313334;2437
4313359;3347
4313375;22706
4313490;3978
4313391;3855
4313409;239051
4313425;3927
4313441;2277
4313466;1757
4313508;40941
4313607;4243
4313656;10971
4313706;34335
4313805;6920
4313904;38068
4313953;9895
4314001;6812
4314027;7336
4314035;3511
4314050;51481
4314068;5159
4314076;6011
4314100;184869
4314134;2196
4314159;8047
4314175;2218
4314209;7817
4314308;3973
4314407;327778
4314423;5182
4314456;2515
4314464;2130
4314472;4471
4314498;4503
4314506;12787
4314555;2757
4314605;19831
4314704;10524
4314753;2017
4314779;3857
4314787;1750
4314803;30881
4314902;1409939
4315008;5421
4315057;2544
4315073;1852
4315107;10560
4315131;1875
4315149;2485
4315156;6161
4315172;2000
4315206;4147
4315305;23021
4315313;1778
4315321;2710
4315354;3653
4315404;10222
4315453;2155
4315503;15850
4315552;3616
4315602;197253
4315701;37602
4315750;4327
4315800;10287
4315909;5743
4315958;2546
4316006;19493
4316105;10228
4316204;5520
4316303;7206
4316402;39751
4316428;2595
4316436;2869
4316451;11880
4316477;2669
4316501;6747
4316600;15373
4316709;8829
4316733;1655
4316758;5692
4316808;118287
4316972;2352
4316907;261027
4316956;6053
4317202;68595
4317251;1717
4317301;31002
4317004;8244
4317103;82513
4317400;49082
4317509;76304
4317608;39679
4317707;11210
4317558;2139
4317756;1987
4317806;13970
4317905;14378
4317954;2461
4318002;61662
4318051;2926
4318101;19258
4318200;20540
4318309;60508
4318408;22141
4318424;4726
4318432;2635
4318440;2774
4318457;2720
4318465;2204
4318481;4094
4318499;2200
4318507;25523
4318606;6906
4318614;2082
4318622;3290
4318705;214210
4318804;43114
4318903;34558
4319000;20105
4319109;5773
4319125;3201
4319158;7421
4319208;5727
4319307;6367
4319356;3317
4319364;1886
4319372;2873
4319406;16371
4319505;21944
4319604;23798
4319703;3632
4319711;2168
4319737;2647
4319752;1944
4319802;8440
4319901;75020
4320008;130988
4320107;21312
4320206;10902
4320230;3011
4320263;7158
4320305;4929
4320321;2814
4320354;5197
4320404;14243
4320453;2281
4320503;6294
4320552;5850
4320578;2126
4320602;3842
4320651;2452
4320677;10067
4320701;14285
4320800;30065
4320859;4131
4320909;19252
4321006;10452
4321105;16649
4321204;54656
4321303;26135
4321329;2970
4321352;5351
4321402;13716
4321436;9878
4321451;27265
4321469;2724
4321477;6461
4321493;2952
4321501;34646
4321600;41655
4321626;2314
4321634;2855
4321667;10239
4321709;23855
4321808;23726
4321832;2912
4321857;4381
4321907;23973
4321956;5787
4322004;25811
4322103;5901
4322152;4395
4322186;1574
4322202;22286
4322251;3919
4322301;8557
4322327;3522
4322343;2296
4322350;1487
4322376;2453
4322400;125507
4322509;61345
4322533;11077
4322541;5121
4322525;3253
4322558;1984
4322608;65964
4322707;23986
4322806;22815
4322855;1974
4322905;5311
4323002;239234
4323101;5285
4323200;3036
4323309;3207
4323358;2152
4323408;4221
4323457;4221
4323507;2832
4323606;1569
4323705;2759
4323754;3485
4323770;2793
4323804;12405
1100015;24422
1100379;12826
1100403;17144
1100346;16864
1100023;90354
1100452;32385
1100031;6309
1100601;5727
1100049;78601
1100700;12669
1100809;19782
1100908;3581
1100056;17030
1100924;8304
1100064;18602
1100072;8802
1100080;13700
1100940;15873
1100098;28741
1101005;10513
1100106;41646
1101104;8561
1100114;52043
1100122;116587
1100130;31107
1101203;10354
1101302;11869
1101401;14090
1100148;19845
1100338;22552
1101435;7498
1100502;10237
1100155;37941
1101450;4810
1100189;33754
1101468;2322
1100205;426558
1100254;22319
1101476;3523
1100262;3316
1100288;50672
1100296;8886
1101484;6018
1101492;16019
1100320;21824
1101500;11649
1101559;4893
1101609;10644
1101708;12969
1101757;9361
1101807;8218
1100304;76187
1400050;16286
1400027;9330
1400100;284258
1400159;10951
1400175;13778
1400209;18384
1400233;8114
1400282;8676
1400308;14814
1400407;8926
1400456;10448
1400472;25587
1400506;6778
1400605;6750
1400704;8147
4200051;2653
4200101;17100
4200200;9328
4200309;4901
4200408;6960
4200507;6109
4200556;2424
4200606;5546
4200705;9410
4200754;2005
4200804;6378
4200903;5250
4201000;8627
4201109;3214
4201208;7455
4201257;9605
4201273;4193
4201307;24814
4201406;61339
4201505;7730
4201604;3500
4201653;2256
4201703;7419
4201802;3300
4201901;5552
4201950;9590
4202057;8423
4202008;108107
4202073;8244
4212809;17074
4202081;2906
4202099;1878
4202107;22403
4202131;6004
4202156;2635
4202206;10331
4202305;58238
4202404;309214
4202438;3290
4202503;4400
4202537;2526
4202578;2132
4202602;8942
4202453;14312
4202701;4468
4202800;29018
4202859;3457
4202875;2852
4202909;105495
4203006;70735
4203105;6218
4203154;3380
4203204;62289
4203303;11748
4203402;7486
4203501;9370
4203600;32829
4203709;10603
4203808;52775
4203253;2753
4203907;20771
4203956;21689
4204004;9558
4204103;4406
4204152;2773
4204178;3585
4204194;2764
4204202;183561
4204251;15171
4204301;68627
4204350;3787
4204400;10213
4204459;2458
4204558;14794
4204509;13852
4204608;192236
4204707;10613
4204756;1882
4204806;37774
4204905;8638
4205001;14801
4205100;3723
4205159;3604
4205175;3018
4205191;2050
4205209;4353
4205308;10658
4205357;1588
4205407;421203
4205431;2601
4205456;22548
4205506;34555
4205555;2480
4205605;3475
4205704;18144
4205803;14762
4205902;57958
4206009;13012
4206108;6223
4206207;10636
4206306;18433
4206405;10498
4206504;35186
4206603;4908
4206652;4675
4206702;21233
4206751;1945
4206801;3373
4206900;17342
4207007;58859
4207106;12356
4207205;11672
4207304;40200
4207403;5709
4207502;54794
4207577;2743
4207601;4752
4207650;8413
4207684;6802
4207700;7220
4207759;4253
4207809;9534
4207858;2096
4207908;10450
4208005;6427
4208104;20315
4208203;183388
4208302;45814
4208401;15430
4208450;14775
4208500;22255
4208609;4041
4208708;10608
4208807;17291
4208906;143206
4208955;1766
4209003;27005
4209102;515250
